"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","1","0","0","","2024-11-18","100","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"5vNRhkKd0yEAg8suGBpjeY","APT.","ROSÉ, Bruno Mars","2","0","0","","2024-11-18","98","False","169917","APT.","2024-10-18","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","3","0","0","","2024-11-18","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"7ne4VBA60CxGM75vw0EYad","That’s So True","Gracie Abrams","4","0","2","","2024-11-18","92","True","166300","The Secret of Us (Deluxe)","2024-10-18","0.554","0.808","1","-4.169","1","0.0368","0.214","0.0","0.159","0.372","108.548","4"
"7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin","5","0","-1","","2024-11-18","92","False","170887","MUSE","2024-07-19","0.66","0.756","0","-3.743","0","0.032","0.00289","0.0","0.193","0.838","116.034","4"
"1cOboCuWYI2osTOfolMRS6","Tu Boda","Oscar Maydon, FuerSouth Africa Regida","6","0","-1","","2024-11-18","93","True","225880","Tu Boda","2024-09-26","0.694","0.651","6","-6.968","1","0.0784","0.496","1.36e-05","0.0787","0.471","112.648","3"
"5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter","7","2","0","","2024-11-18","94","False","157279","Short n' Sweet","2024-08-23","0.674","0.907","3","-4.086","1","0.064","0.101","0.0","0.297","0.721","112.964","4"
"2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez","8","2","1","","2024-11-18","93","False","211978","Sailor Song","2024-07-26","0.494","0.413","11","-10.432","1","0.0254","0.682","6.72e-05","0.193","0.273","94.938","4"
"2HRqTpkrJO5ggZyyK6NPWz","Espresso","Sabrina Carpenter","9","3","-1","","2024-11-18","88","True","175459","Short n' Sweet","2024-08-23","0.699","0.776","0","-5.282","1","0.0293","0.131","5.36e-06","0.205","0.708","103.963","4"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","10","1","2","","2024-11-18","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"6WatFBLVB0x077xWeoVc2k","Si Antes Te Hubiera Conocido","KAROL G","11","7","0","","2024-11-18","93","False","195824","Si Antes Te Hubiera Conocido","2024-06-21","0.924","0.668","11","-6.795","1","0.0469","0.446","0.000594","0.0678","0.787","128.027","4"
"1EDPVGbyPKJPeGqATwXZvN","The Emptiness Machine","Linkin Park","12","-5","38","","2024-11-18","73","True","190427","From Zero","2024-11-15","0.466","0.872","7","-3.344","1","0.0336","0.0156","0.0","0.121","0.806","184.115","4"
"0WbMK4wrZ1wFSty9F7FCgu","Good Luck, Babe!","Chappell Roan","13","1","-3","","2024-11-18","94","False","218423","Good Luck, Babe!","2024-04-05","0.7","0.582","11","-5.96","0","0.0356","0.0502","0.0","0.0881","0.785","116.712","4"
"3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone","14","5","-1","","2024-11-18","89","False","180304","Fireworks & Rollerblades","2024-04-05","0.472","0.471","10","-5.692","1","0.0603","0.151","0.0","0.14","0.219","105.029","3"
"4p7DTkyrKqT98xlIwYYfXz","Running Wild","Jin","15","-7","35","","2024-11-18","80","False","151646","Happy","2024-11-15","0.487","0.711","8","-4.22","1","0.0322","0.000175","0.0","0.152","0.317","146.921","4"
"1Es7AUAhQvapIcoh3qMKDL","Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","16","1","-2","","2024-11-18","92","True","256000","Timeless","2024-09-27","0.769","0.722","11","-5.485","0","0.0507","0.0584","2.56e-06","0.111","0.57","119.973","4"
"0l0vcZMU7AOeQmUIREoI2U","Qué Pasaría...","Rauw Alejandro, Bad Bunny","17","-4","33","","2024-11-18","76","True","191018","Cosa Nuestra","2024-11-15","0.833","0.563","4","-5.593","0","0.204","0.528","1.27e-05","0.139","0.343","105.008","4"
"2tHwzyyOLoWSFqYNjeVMzj","Please Please Please","Sabrina Carpenter","18","4","-3","","2024-11-18","87","True","186365","Short n' Sweet","2024-08-23","0.675","0.586","9","-6.086","1","0.0531","0.257","0.0","0.104","0.621","107.015","4"
"0bYg9bo50gSsH3LtXe2SQn","All I Want for Christmas Is You","Mariah Carey","19","27","29","","2024-11-18","85","False","241106","Merry Christmas","1994-10-28","0.336","0.627","7","-7.463","1","0.0384","0.164","0.0","0.0708","0.35","150.273","4"
"2HBBM75Xv3o2Mqdyh1NcM0","Heavy Is the Crown","Linkin Park","20","-5","30","","2024-11-18","72","False","167012","From Zero","2024-11-15","0.571","0.928","4","-3.725","0","0.0453","0.00932","0.0","0.297","0.488","127.939","4"
"17phhZDn6oGtzMe56NuWvj","Lose Control","Teddy Swims","21","2","-5","","2024-11-18","89","False","210688","I've Tried Everything But Therapy (Part 1)","2023-09-15","0.561","0.604","9","-4.409","1","0.0337","0.199","1.9e-05","0.104","0.242","159.92","3"
"3hRV0jL3vUpRrcy398teAU","The Night We Met","Lord Huron","22","3","20","","2024-11-18","88","False","208211","Strange Trails","2015-04-06","0.448","0.369","9","-9.514","1","0.0452","0.968","0.272","0.638","0.0998","174.097","3"
"51rfRCiUSvxXlCSCfIztBy","I Love You, I'm Sorry","Gracie Abrams","23","-2","0","","2024-11-18","90","True","157146","The Secret of Us","2024-06-21","0.53","0.406","10","-7.507","1","0.033","0.656","0.0","0.133","0.338","115.94","3"
"0KKkJNfGyhkQ5aFogxQAPU","That's What I Like","Bruno Mars","24","3","-7","","2024-11-18","88","False","206693","24K Magic","2016-11-17","0.853","0.56","1","-4.961","1","0.0406","0.013","0.0","0.0944","0.86","134.066","4"
"2QjOHCTQ1Jl3SAwyYOpxh6","Sweater Weather","The Neighbourhood","25","25","-3","","2024-11-18","90","False","240400","I Love You.","2013-04-22","0.612","0.807","10","-2.81","1","0.0336","0.0495","0.0177","0.101","0.398","124.053","4"
"7KA4W4McWYRpgf0fWsJZWB","See You Again (feat. Kali Uchis)","Tyler, The Creator, Kali Uchis","26","6","24","","2024-11-18","89","True","180386","Flower Boy","2017-07-21","0.558","0.559","6","-9.222","1","0.0959","0.371","7.49e-06","0.109","0.62","78.558","4"
"06qMRF18gwbOYYbnP2du6i","Last Christmas - Single Version","Wham!","27","23","23","","2024-11-18","70","False","265960","The Singles: Echoes from the Edge of Heaven","2023-07-07","0.733","0.598","2","-8.228","1","0.0278","0.212","3.71e-06","0.156","0.935","107.732","4"
"5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys","28","3","0","","2024-11-18","90","False","183956","AM","2013-09-09","0.464","0.417","0","-9.345","0","0.0256","0.136","0.022","0.0974","0.479","67.528","4"
"3w3y8KPTfNeOKPiqUTakBh","Locked out of Heaven","Bruno Mars","29","5","-8","","2024-11-18","88","False","233478","Unorthodox Jukebox","2012-12-07","0.726","0.698","5","-4.165","1","0.0431","0.049","0.0","0.309","0.867","143.994","4"
"5fZJQrFKWQLb7FpJXZ1g7K","A Bar Song (Tipsy)","Shaboozey","30","5","-5","","2024-11-18","84","True","171291","Where I've Been, Isn't Where I'm Going","2024-05-31","0.722","0.706","9","-4.857","1","0.0292","0.072","0.0","0.067","0.599","80.969","4"
"5lKFO0PrOC9jmOlPEdjHsL","DOS DÍAS","Tito Double P, Peso Pluma","31","9","-7","","2024-11-18","88","True","153928","INCÓMODO","2024-08-22","0.745","0.513","1","-9.116","1","0.087","0.783","0.0","0.216","0.929","109.935","3"
"6i5qhmmF9UNUBRyrPSGn4m","Two Faced","Linkin Park","32","-16","18","","2024-11-18","73","False","183584","From Zero","2024-11-15","0.51","0.945","1","-5.405","1","0.0804","0.000658","4.8e-06","0.0413","0.323","91.906","4"
"6X6m4xmdFcz31p1h7Qg68c","EL LOKERON","Tito Double P","33","14","-14","","2024-11-18","89","True","145473","INCÓMODO","2024-08-22","0.724","0.689","7","-7.174","0","0.0524","0.573","6.77e-06","0.0922","0.936","120.208","3"
"3mg9jYNC1NihbthlglzrWP","+57","KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd","34","-4","-16","","2024-11-18","82","True","298130","+57","2024-11-08","0.848","0.712","1","-3.574","0","0.0981","0.221","0.0","0.106","0.692","91.98","4"
"5O2P9iiztwhomNh8xkR9lJ","Night Changes","One Direction","35","9","15","","2024-11-18","89","False","226600","FOUR (Deluxe)","2014-11-17","0.672","0.52","8","-7.747","1","0.0353","0.859","0.0","0.115","0.37","120.001","4"
"3AJwUDP919kvQ9QcozQPxg","Yellow","Coldplay","36","1","-9","","2024-11-18","89","False","266773","Parachutes","2000-07-10","0.429","0.661","11","-7.227","1","0.0281","0.00239","0.000121","0.234","0.285","173.372","4"
"7CyPwkp0oE8Ro9Dd5CUDjW","One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp","37","2","-3","","2024-11-18","89","False","244684","The Idol Episode 4 (Music from the HBO Original Series)","2023-06-23","0.264","0.64","8","-6.221","1","0.0442","0.0393","2.31e-06","0.151","0.19","84.828","4"
"2osJCvi2zzebMQTc7vvcAm","Just the Way You Are","Bruno Mars","38","10","12","","2024-11-18","55","False","220734","100 Greatest R&B","2019-11-22","0.635","0.841","5","-5.379","1","0.0422","0.0134","0.0","0.0622","0.424","109.021","4"
"2Qcbspnftnon37jibwyvMU","I'll Be There","Jin","39","-19","11","","2024-11-18","89","False","181677","I'll Be There","2024-10-25","0.538","0.738","10","-2.412","1","0.0445","0.0351","0.0","0.0898","0.736","148.887","4"
"1UHS8Rf6h5Ar3CDWRd3wjF","Bed Chem","Sabrina Carpenter","40","1","-11","","2024-11-18","90","False","171869","Short n' Sweet","2024-08-23","0.739","0.727","11","-5.968","0","0.0426","0.0678","0.0","0.104","0.676","94.99","4"
"0Sr7ssScx54yxdM2ols7nW","Q U E V A S H A C E R H O Y ?","Omar Courtz, De La Rose","41","4","-9","","2024-11-18","89","True","224022","PRIMERA MUSA","2024-09-20","0.56","0.681","6","-6.304","0","0.244","0.103","0.0","0.106","0.388","155.079","4"
"4OLT65TRsOx3Iv1TlCcQVb","Presidente","Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega","42","8","-2","","2024-11-18","85","True","181064","Presidente","2024-10-21","0.732","0.827","11","-4.152","1","0.0585","0.123","0.0","0.117","0.584","105.145","1"
"0qeIFEGRQqHoaJtLCl0U73","DEGENERE 👑 (feat. benny blanco)","Myke Towers, benny blanco","43","7","-10","","2024-11-18","83","True","130880","LA PANTERA NEGRA (DELUXE)","2024-10-17","0.744","0.709","6","-5.778","0","0.284","0.0501","0.0","0.0847","0.712","194.055","4"
"1uFW6czrHk5PsK3s6gOI7C","Se Fue","Rauw Alejandro, Laura Pausini","44","-11","6","","2024-11-18","72","False","240179","Cosa Nuestra","2024-11-15","0.689","0.743","8","-2.817","1","0.0328","0.0694","0.0","0.0966","0.138","119.957","4"
"19XpFsce28aByvCC4g89tJ","Too Sweet","Hozier","45","4","-9","","2024-11-18","84","False","251424","Unreal Unearth: Unaired","2024-08-19","0.74","0.643","10","-5.446","1","0.0413","0.041","0.00229","0.0407","0.96","117.025","4"
"7yq4Qj7cqayVTp3FF9CWbm","Riptide","Vance Joy","46","4","4","","2024-11-18","78","False","204280","Dream Your Life Away","2014-09-08","0.484","0.731","1","-6.694","1","0.0379","0.431","0.0","0.151","0.51","101.654","4"
"51ZQ1vr10ffzbwIjDCwqm4","we can't be friends (wait for your love)","Ariana Grande","47","3","-4","","2024-11-18","86","False","228639","eternal sunshine","2024-03-08","0.645","0.646","5","-8.334","1","0.0427","0.0615","3.04e-05","0.074","0.295","115.842","4"
"42VsgItocQwOQC3XWZ8JNA","FE!N (feat. Playboi Carti)","Travis Scott, Playboi Carti","48","2","-11","","2024-11-18","89","True","191700","UTOPIA","2023-07-28","0.569","0.882","3","-2.777","0","0.06","0.0316","0.0","0.142","0.201","148.038","4"
"3yDRcs0Y4pPzkvMbUfeF9H","Moonlit Floor (Kiss Me)","LISA","49","1","-23","","2024-11-18","89","False","155757","Moonlit Floor (Kiss Me)","2024-10-03","0.733","0.786","5","-3.951","0","0.112","0.128","0.0","0.31","0.672","109.954","4"
"60a0Rd6pjrkxjPbaKzXjfq","In the End","Linkin Park","50","0","0","","2024-11-18","87","False","216880","Hybrid Theory (Bonus Edition)","2000-01-01","0.556","0.864","3","-5.87","0","0.0584","0.00958","0.0","0.209","0.4","105.143","4"
"7MD8gswt08VhFwVF1PR8Mg","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato, Ego Slimflow, Tebogo G Mashego, SJE Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii","1","0","3","South Africa","2024-11-18","61","False","454778","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","2024-11-08","0.848","0.588","9","-10.935","1","0.0532","0.00115","0.00485","0.0523","0.301","113.002","4"
"34eKUydsaj9GeMTT1ybutO","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","Kabza De Small, Vigro Deep, DJ Maphorisa, Scotts Maphuma, Young Stunna","2","0","-1","South Africa","2024-11-18","64","False","381428","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","2024-10-18","0.861","0.622","1","-12.417","1","0.0727","0.0632","7.79e-05","0.253","0.413","112.009","4"
"21fhgH4tjYcAKzkzCuYyr6","Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap)","Blaq Major, BLESS THE GENTLEMAN, DJ KAP","3","0","-1","South Africa","2024-11-18","63","False","245740","Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap)","2024-08-12","0.937","0.638","6","-6.094","0","0.0424","0.00877","0.0","0.0608","0.753","114.043","4"
"2ZdiSdC1ElfhEsFanMlpdO","Ndisize","Caiiro, Ami Faku","4","0","1","South Africa","2024-11-18","61","False","315116","Caiiro","2024-07-05","0.784","0.629","5","-8.35","1","0.0493","0.0061","0.264","0.0918","0.515","117.003","4"
"567NwM1L86vGvZwiZfCsMo","Gucci","Mthandeni SK, MaWhoo","5","1","-2","South Africa","2024-11-18","62","False","247617","Gucci","2024-09-26","0.625","0.927","6","-5.446","0","0.0313","0.0212","0.011","0.304","0.863","146.727","4"
"0dI8174H04ATp4iEw0WkrT","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2Point1, BelloM, Epic DJ, DJ Seneath, X-Morizo","6","1","3","South Africa","2024-11-18","56","False","380199","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2024-02-09","0.773","0.754","1","-7.588","0","0.0369","0.00723","0.0405","0.0191","0.528","112.997","4"
"0NLRYW9HyqHcbyzfAwskKN","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy BiSouth Africa)","Felo Le Tee, Scotts Maphuma, ThabSouth Africa Tee, DJ Maphorisa, Djy BiSouth Africa","7","3","3","South Africa","2024-11-18","63","False","424800","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy BiSouth Africa)","2024-07-03","0.831","0.933","1","-7.137","1","0.043","0.00132","0.0115","0.0577","0.608","113.0","4"
"1DyNpDv4M8qBTthYIAPvqW","Phuthuma","Cyfred, Scotts Maphuma","8","-3","6","South Africa","2024-11-18","60","False","323750","Phuthuma","2024-08-16","0.885","0.677","7","-9.004","0","0.0532","0.0921","0.0035","0.0825","0.393","112.994","4"
"7hO6BIPeHb0Y5v9bgXoxKg","Sohlala Sisonke","Dlala Thukzin, Zeh McGeba, MK Productions","9","-1","-3","South Africa","2024-11-18","60","False","327457","Finally Famous Too","2024-09-27","0.715","0.765","7","-7.837","0","0.0363","0.124","0.0824","0.0391","0.733","118.026","4"
"7of6lpTmDwVshVQ7kcQxYo","Zase England","Blacko SA, Mellow & Sleazy, Scotts Maphuma","10","-1","1","South Africa","2024-11-18","62","False","369815","South Africase England","2024-09-27","0.872","0.582","1","-11.882","1","0.0671","0.0417","0.0","0.0653","0.31","112.014","4"
"3jTedBPHIIr48xoJchYHNH","Chokeslem","Kharishma, Ba Bethe Gashoazen","11","2","-3","South Africa","2024-11-18","59","False","221254","Chokeslem","2024-05-24","0.817","0.841","5","-4.173","0","0.0382","0.118","0.000216","0.0772","0.336","125.989","4"
"6COIIA7XjaExDj4fkCqaB9","Can't Get","Casswell P, Nobuhle","12","2","-5","South Africa","2024-11-18","59","False","293578","Can't Get","2024-09-13","0.832","0.605","8","-7.441","1","0.0434","0.0911","0.0652","0.0471","0.762","113.003","4"
"6eyJuobFFGXLAOOkxrIdSV","All My Life","Mawelele, Kwesta","13","-1","2","South Africa","2024-11-18","60","False","266526","All My Life","2024-08-30","0.69","0.401","8","-9.186","1","0.0493","0.749","0.000522","0.111","0.463","95.009","4"
"03el79rU07nAtJYgX1v62f","Mfazi Wephepha (feat. Big Zulu & Zee Nxumalo)","Wanitwa Mos, NkosaSouth Africana Daughter, Master KG, Big Zulu, Zee Nxumalo","14","2","-1","South Africa","2024-11-18","52","False","291795","Makhelwane","2024-08-30","0.9","0.564","1","-7.92","1","0.0582","0.0451","0.0192","0.0531","0.516","113.006","4"
"1gM44tVZ9pfUe9v35Stp31","Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy)","Bassie, M-Touch, Ranger, Amaza, LeeMcKrazy, Tman Xpress","15","2","1","South Africa","2024-11-18","60","False","441894","Kwelanga","2024-06-07","0.79","0.662","10","-11.636","0","0.0495","0.0727","0.109","0.0261","0.678","113.006","4"
"3H8XWGDteOl8nmUqeYrHw5","Uvalo","Usimamane, Sjava","16","-5","-4","South Africa","2024-11-18","61","False","324000","20th: Days Before Maud","2024-09-13","0.532","0.414","5","-7.992","0","0.0935","0.652","0.00264","0.114","0.0987","159.958","3"
"0AQfRLzd7pQZcLtfh9Onb8","Shayi'Moto (feat. Seemah & Yanda Woods)","Mellow & Sleazy, Scotts Maphuma, Mr Pilato, Seemah, Yanda Woods","17","4","33","South Africa","2024-11-18","52","False","445719","Shayi'Moto (feat. Seemah & Yanda Woods)","2024-11-08","0.853","0.773","1","-10.387","0","0.0565","0.0275","0.0175","0.0908","0.513","112.002","4"
"0X5qaCnHN98ELiqincjJwg","MaDlamini (feat. Mellow & Sleazy)","DoouShii, Scotts Maphuma, Mellow & Sleazy","18","1","-1","South Africa","2024-11-18","60","False","454503","MaDlamini (feat. Mellow & Sleazy)","2024-08-07","0.795","0.71","10","-9.251","0","0.0491","0.0554","0.114","0.129","0.579","111.997","4"
"4zZxynw8cwhCRlDl9pay2f","Diqabang","Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba","19","-1","1","South Africa","2024-11-18","58","False","402890","Diqabang","2024-05-20","0.711","0.52","2","-11.103","0","0.0331","0.102","0.00152","0.13","0.363","111.993","4"
"0Xc5lXQ1Q1NxGyL7SSXnF9","Iza Mawala (feat. Dladla Mshunqisi & Goldmax)","Tycoon, Sly, Kabza De Small, Dladla Mshunqisi, Goldmax","20","2","-2","South Africa","2024-11-18","58","False","395044","ISouth Africa Mawala (feat. Dladla Mshunqisi & Goldmax)","2024-10-18","0.837","0.675","10","-15.098","0","0.0592","0.0117","0.814","0.0746","0.472","113.008","4"
"3ZHAKmjt1c3YYTUweyzhLe","Angidlali Nezingane","Khuzani, Thibela","21","-6","29","South Africa","2024-11-18","45","False","489006","Angidlali Nezingane","2024-11-15","0.492","0.819","11","-5.915","1","0.166","0.512","0.0","0.0691","0.953","66.743","4"
"0cnbEf12FLBWx9QnBlw1EL","Ama Gear","Dlala Thukzin, Funky Qla, Zee Nxumalo, MK Productions","22","7","0","South Africa","2024-11-18","59","False","425338","031 Studio Camp","2024-07-03","0.769","0.535","3","-13.9","0","0.0473","0.482","0.764","0.0787","0.534","118.008","4"
"7JbLSEDlRdoJaXk5ddzae2","Paris","Mthandeni SK, Lwah Ndlunkulu","23","4","-2","South Africa","2024-11-18","57","False","257959","Paris","2023-08-09","0.619","0.903","1","-4.659","1","0.0693","0.0296","0.00199","0.19","0.964","154.639","4"
"4QFMdUKVMmKgH6masoIVNr","Abo Nokthula (feat. The Exclusive SA, Scotts Maphuma, Kabelo Sings, Bontle Smith, 2woshort & Stompiiey)","TNK MusiQ, LeeMcKrazy, Seun1401, The Exclusive SA, Scotts Maphuma, Kabelo Sings, Bontle Smith, 2woshort, Stompiiey","24","1","-5","South Africa","2024-11-18","46","False","368577","Ask & Receive 2","2024-11-01","0.943","0.539","5","-8.398","0","0.0632","0.0512","0.00351","0.041","0.45","112.008","4"
"7csLHpTInB2j139r7suTET","Imbongolo","Khuzani, Sphesihle","25","1","25","South Africa","2024-11-18","44","False","270701","Angidlali Nezingane","2024-11-15","0.601","0.88","6","-5.266","1","0.0617","0.521","2.83e-05","0.355","0.948","186.064","3"
"1KpHX3zexEHvYTw0dSyfgF","Xola","Msongi, Cici, Sir Trill, Dot Mega","26","5","2","South Africa","2024-11-18","58","False","428543","Xola","2024-03-15","0.848","0.699","4","-10.771","0","0.0567","0.0567","0.000728","0.138","0.503","111.999","4"
"3mWu4sw2LsmNX4UBfhrvC1","eGoli (feat. Eltee & Novatron)","CowBoii, Mellow & Sleazy, Scotts Maphuma, Eltee, Novatron","27","5","-1","South Africa","2024-11-18","59","False","414319","eGoli (feat. Eltee & Novatron)","2024-07-29","0.888","0.403","5","-10.949","0","0.142","0.0524","0.00106","0.042","0.597","112.009","4"
"2pdid5w8VxdgMmYlp7r17z","My Dululu","Mjolisi, Mnqobi yazo","28","2","-5","South Africa","2024-11-18","57","False","295784","My Dululu","2024-09-04","0.713","0.58","5","-8.471","1","0.0418","0.552","0.0","0.0683","0.749","108.77","3"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","29","-5","-4","South Africa","2024-11-18","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"5DqA8IUhk1DQSGmf6XOVrI","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","Uncle Waffles, Royal MusiQ, OHP Sage, Pcee","30","10","0","South Africa","2024-11-18","63","False","285034","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","2024-04-17","0.845","0.584","1","-7.627","1","0.0477","0.00141","0.0595","0.0661","0.4","111.978","4"
"6Kijtp0DB6VwcoJIw7PJ9W","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush","31","11","4","South Africa","2024-11-18","59","False","351200","Isimo","2023-10-27","0.806","0.767","6","-9.686","0","0.112","0.179","0.00126","0.182","0.795","113.001","4"
"3bqCtq5RcPzULlyqkFGVJ7","Ngathi Nguye","Umafikizolo, Umashotana","32","3","-5","South Africa","2024-11-18","57","False","383425","Ngathi Nguye","2024-06-01","0.571","0.722","7","-9.79","1","0.0468","0.132","0.143","0.627","0.726","77.0","4"
"79r4mAwHBAB1x5QnImlUM6","Ncono Siyeke","Mshinwemali, Shenge wasehlalankosi","33","0","1","South Africa","2024-11-18","55","False","299363","Ncono Siyeke","2024-09-10","0.455","0.799","2","-8.831","1","0.0359","0.384","0.0","0.575","0.868","99.729","3"
"1AXW0WnNUceegJHGl3HWlJ","Rush Hour","Sminofu","34","-6","-10","South Africa","2024-11-18","53","False","271305","Rush Hour","2024-11-08","0.721","0.937","10","-4.87","0","0.112","0.142","0.000371","0.0561","0.804","159.973","4"
"1z9cFQp5CGOAsACK2IWzCG","Thola Umuntu","015 MusiQ & Van City MusiQ, OHP Sage, Veyane","35","3","13","South Africa","2024-11-18","54","False","351428","Thola Umuntu","2024-10-04","0.823","0.56","5","-9.458","0","0.0443","0.115","5.98e-05","0.0639","0.695","111.998","4"
"0UCv4K0MMGf7OLKAcKYFwR","Pabi Jo (feat. Lajere man & DJ DADAMAN)","Pabi Cooper, Focalistic, Thebuu, Lajere man, DJ DADAMAN","36","14","2","South Africa","2024-11-18","53","False","352081","Pabi Jo (feat. Lajere man & DJ DADAMAN)","2024-10-04","0.849","0.642","10","-9.304","0","0.054","0.0647","0.0174","0.137","0.663","112.012","4"
"2Oe52Ggx8lxxI55azZbr5h","Amazwe (feat. Mawhoo)","Kabza De Small, Mthunzi, MaWhoo","37","9","5","South Africa","2024-11-18","58","False","463036","Isimo","2023-10-27","0.806","0.682","10","-9.961","0","0.0537","0.0159","0.00185","0.0548","0.582","112.992","4"
"20QQlFhbWCkMJ6WhC4G2X8","Bashimane","Officixl Rsa, Danny Shades","38","6","-7","South Africa","2024-11-18","56","True","377996","Bashimane","2024-09-27","0.573","0.468","8","-10.444","1","0.138","0.0005","0.000278","0.0462","0.621","149.07","5"
"3E1PwVodPiDbBHOI85CO9M","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","Tyler ICU, LeeMcKrazy, Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj, Al xapo","39","11","0","South Africa","2024-11-18","59","False","407804","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","2024-02-23","0.831","0.556","7","-6.794","1","0.0523","0.0527","0.0425","0.025","0.478","113.009","4"
"3Aw4XtR8BopVdvJ1dGnevM","Amabhoza","Aymos, Mas Musiq, MaWhoo","40","10","-3","South Africa","2024-11-18","46","False","402896","Impilo","2024-08-30","0.805","0.627","11","-9.023","1","0.0651","0.0172","0.00418","0.11","0.731","112.006","4"
"1Cbl3Yq8rHo7hhDQmLQagU","PUSH 2 START","Tyla","41","-7","9","South Africa","2024-11-18","77","False","156825","TYLA +","2024-10-11","0.683","0.814","2","-3.505","1","0.0466","0.277","0.00826","0.0858","0.758","93.482","4"
"219UdZ1b9vuUe45FK2JeWx","Bo Thata","Babalwa M, Stixx, Nvcho","42","-1","7","South Africa","2024-11-18","57","False","548120","Candour","2024-10-25","0.766","0.64","8","-14.798","1","0.0476","0.0329","0.0726","0.0621","0.535","112.985","4"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","43","-4","-11","South Africa","2024-11-18","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","44","-7","-11","South Africa","2024-11-18","100","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"40zr1pQlSaIWUYyR8APyy2","Uhambe Wrongo (feat. Mr. Maker)","Bandros, Kelvin Momo, Smash SA, Mr. Maker","45","5","-2","South Africa","2024-11-18","57","False","368699","Uhambe Wrongo (feat. Mr. Maker)","2024-03-29","0.823","0.626","0","-12.512","1","0.0586","0.0962","0.796","0.161","0.313","112.012","4"
