"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"4p7DTkyrKqT98xlIwYYfXz","Running Wild","Jin","6","2","44","SG","2024-11-18","80","False","151646","Happy","2024-11-15","0.487","0.711","8","-4.22","1","0.0322","0.000175","0.0","0.152","0.317","146.921","4"
"2Qcbspnftnon37jibwyvMU","I'll Be There","Jin","7","-1","5","SG","2024-11-18","89","False","181677","I'll Be There","2024-10-25","0.538","0.738","10","-2.412","1","0.0445","0.0351","0.0","0.0898","0.736","148.887","4"
"2CspwnypzT7rcWI9RfsoSb","Mantra","JENNIE","8","-1","-2","SG","2024-11-18","89","True","136627","Mantra","2024-10-10","0.894","0.725","10","-4.984","0","0.0432","0.00434","1.15e-05","0.0815","0.838","116.988","4"
"2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez","9","3","0","SG","2024-11-18","93","False","211978","Sailor Song","2024-07-26","0.494","0.413","11","-10.432","1","0.0254","0.682","6.72e-05","0.193","0.273","94.938","4"
"5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter","10","-1","-2","SG","2024-11-18","94","False","157279","Short n' Sweet","2024-08-23","0.674","0.907","3","-4.086","1","0.064","0.101","0.0","0.297","0.721","112.964","4"
"2HRqTpkrJO5ggZyyK6NPWz","Espresso","Sabrina Carpenter","11","0","-1","SG","2024-11-18","88","True","175459","Short n' Sweet","2024-08-23","0.699","0.776","0","-5.282","1","0.0293","0.131","5.36e-06","0.205","0.708","103.963","4"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","12","2","3","SG","2024-11-18","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"198zDKzyktXRG1PGpidY9h","DRIP","BABYMONSTER","13","37","37","SG","2024-11-18","81","False","180845","DRIP","2024-11-01","0.862","0.687","6","-5.215","1","0.0702","0.065","0.0","0.0862","0.704","119.972","4"
"3yDRcs0Y4pPzkvMbUfeF9H","Moonlit Floor (Kiss Me)","LISA","14","2","-1","SG","2024-11-18","89","False","155757","Moonlit Floor (Kiss Me)","2024-10-03","0.733","0.786","5","-3.951","0","0.112","0.128","0.0","0.31","0.672","109.954","4"
"6uPnrBgweGOcwjFL4ItAvV","Whiplash","aespa","15","35","35","SG","2024-11-18","80","False","183226","Whiplash - The 5th Mini Album","2024-10-21","0.856","0.901","8","-2.954","0","0.0455","0.0943","0.0206","0.0802","0.743","126.007","4"
"0WbMK4wrZ1wFSty9F7FCgu","Good Luck, Babe!","Chappell Roan","16","1","0","SG","2024-11-18","94","False","218423","Good Luck, Babe!","2024-04-05","0.7","0.582","11","-5.96","0","0.0356","0.0502","0.0","0.0881","0.785","116.712","4"
"6aJn7Cst74cj4lNIiPRgav","Touch","KATSEYE","17","2","-3","SG","2024-11-18","85","False","129882","Touch","2024-07-26","0.739","0.904","5","-2.655","0","0.0442","0.549","1.03e-05","0.0948","0.788","167.033","4"
"51rfRCiUSvxXlCSCfIztBy","I Love You, I'm Sorry","Gracie Abrams","18","3","0","SG","2024-11-18","90","True","157146","The Secret of Us","2024-06-21","0.53","0.406","10","-7.507","1","0.033","0.656","0.0","0.133","0.338","115.94","3"
"2DbDefRFJ5YOfXCKOeCJJh","Igloo","KISS OF LIFE","19","1","2","SG","2024-11-18","80","False","131786","Lose Yourself","2024-10-15","0.916","0.609","11","-4.457","0","0.217","0.168","0.0","0.0906","0.873","139.912","4"
"5O2P9iiztwhomNh8xkR9lJ","Night Changes","One Direction","20","4","19","SG","2024-11-18","89","False","226600","FOUR (Deluxe)","2014-11-17","0.672","0.52","8","-7.747","1","0.0353","0.859","0.0","0.115","0.37","120.001","4"
"2tHwzyyOLoWSFqYNjeVMzj","Please Please Please","Sabrina Carpenter","21","2","-2","SG","2024-11-18","87","True","186365","Short n' Sweet","2024-08-23","0.675","0.586","9","-6.086","1","0.0531","0.257","0.0","0.104","0.621","107.015","4"
"2aL4lMGhWdPpyPL6COPou7","Soft Spot","keshi","22","0","-2","SG","2024-11-18","77","False","204223","Requiem","2024-09-13","0.696","0.595","11","-7.649","1","0.0262","0.361","0.000243","0.0938","0.708","105.995","4"
"1b6qYBwDMBpFylGVT4PRgD","Heart on the Window (with WENDY)","Jin, WENDY","23","4","27","SG","2024-11-18","71","False","177093","Happy","2024-11-15","0.615","0.865","11","-6.114","0","0.0522","0.0536","0.0","0.738","0.52","145.999","4"
"1f18HzFpegqvH4ibGJyeMJ","2 hands","Tate McRae","24","-6","26","SG","2024-11-18","74","True","181820","2 hands","2024-11-14","0.608","0.806","1","-3.443","1","0.0486","0.121","0.0","0.191","0.587","104.032","4"
"51ZQ1vr10ffzbwIjDCwqm4","we can't be friends (wait for your love)","Ariana Grande","25","1","-1","SG","2024-11-18","86","False","228639","eternal sunshine","2024-03-08","0.645","0.646","5","-8.334","1","0.0427","0.0615","3.04e-05","0.074","0.295","115.842","4"
"1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift","26","4","2","SG","2024-11-18","89","False","178426","Lover","2019-08-23","0.552","0.702","9","-5.707","1","0.157","0.117","2.06e-05","0.105","0.564","169.994","4"
"6MzofobZt2dm0Kf1hTThFz","Diet Pepsi","Addison Rae","27","-2","-4","SG","2024-11-18","88","False","169697","Diet Pepsi","2024-08-09","0.669","0.561","10","-6.538","1","0.0411","0.495","0.00962","0.0954","0.841","150.069","4"
"2HRgqmZQC0MC7GeNuDIXHN","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto","28","-18","-1","SG","2024-11-18","84","True","183550","GOLDEN","2023-11-03","0.79","0.831","11","-4.185","1","0.044","0.312","0.0","0.0797","0.872","124.987","4"
"0KKkJNfGyhkQ5aFogxQAPU","That's What I Like","Bruno Mars","29","0","-7","SG","2024-11-18","88","False","206693","24K Magic","2016-11-17","0.853","0.56","1","-4.961","1","0.0406","0.013","0.0","0.0944","0.86","134.066","4"
"4xbq37lr4SuP3kuxj9y8gp","Another Level","Jin","30","1","20","SG","2024-11-18","71","False","162834","Happy","2024-11-15","0.548","0.577","4","-4.877","1","0.0284","0.159","0.0","0.0642","0.348","80.036","4"
"47Slg6LuqLaX0VodpSCvPt","Just the Way You Are","Bruno Mars","31","19","19","SG","2024-11-18","81","False","220734","Doo-Wops & Hooligans","2010-05-11","0.635","0.841","5","-5.379","1","0.0422","0.0134","0.0","0.0622","0.424","109.021","4"
"1Es7AUAhQvapIcoh3qMKDL","Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","32","-4","-7","SG","2024-11-18","92","True","256000","Timeless","2024-09-27","0.769","0.722","11","-5.485","0","0.0507","0.0584","2.56e-06","0.111","0.57","119.973","4"
"3DeK5G7OhuJ1P1462XXgIu","Falling","Jin","33","1","17","SG","2024-11-18","70","False","178838","Happy","2024-11-15","0.662","0.708","8","-4.626","0","0.0338","0.038","0.00023","0.0483","0.607","127.988","4"
"5c2BZj7YSGHwvjf2CtO2S4","I will come to you","Jin","34","3","16","SG","2024-11-18","70","False","156964","Happy","2024-11-15","0.625","0.129","7","-13.824","1","0.0343","0.897","0.0","0.0856","0.496","79.979","4"
"44hqFxUWsADWewEJELnncj","No Doubt","ENHYPEN","35","1","15","SG","2024-11-18","75","False","167219","ROMANCE : UNTOLD -daydream-","2024-11-11","0.837","0.456","8","-7.07","0","0.0791","0.11","0.0","0.0553","0.521","130.03","4"
"21LtZQQMQYwVIxc9O9Ygq8","Cherish (My Love)","ILLIT","36","-1","-7","SG","2024-11-18","72","False","176854","Cherish (My Love) (Remixes)","2024-10-28","0.714","0.821","4","-3.835","1","0.065","0.236","0.0","0.164","0.303","142.97","4"
"1aKvZDoLGkNMxoRYgkckZG","Magnetic","ILLIT","37","4","-5","SG","2024-11-18","83","False","160688","SUPER REAL ME","2024-03-25","0.797","0.668","6","-5.819","1","0.0687","0.257","0.0","0.0876","0.69","131.067","4"
"3LWVXp636uLT356Rj08Jaz","Be Mine","Jimin","38","12","-21","SG","2024-11-18","77","False","207347","MUSE","2024-07-19","0.687","0.747","1","-5.496","0","0.0883","0.056","1.34e-06","0.11","0.56","66.495","5"
"3AJwUDP919kvQ9QcozQPxg","Yellow","Coldplay","39","3","-9","SG","2024-11-18","89","False","266773","Parachutes","2000-07-10","0.429","0.661","11","-7.227","1","0.0281","0.00239","0.000121","0.234","0.285","173.372","4"
"1UHS8Rf6h5Ar3CDWRd3wjF","Bed Chem","Sabrina Carpenter","40","-1","-7","SG","2024-11-18","90","False","171869","Short n' Sweet","2024-08-23","0.739","0.727","11","-5.968","0","0.0426","0.0678","0.0","0.104","0.676","94.99","4"
"6GyUt7yJ0sOktc5HjvVnFh","在加納共和國離婚","Firdhaus, DIOR 大穎","41","-1","-5","SG","2024-11-18","66","False","261000","在加納共和國離婚","2023-08-14","0.415","0.381","7","-9.731","1","0.0516","0.859","0.0","0.129","0.241","116.053","4"
"3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone","42","7","-4","SG","2024-11-18","89","False","180304","Fireworks & Rollerblades","2024-04-05","0.472","0.471","10","-5.692","1","0.0603","0.151","0.0","0.14","0.219","105.029","3"
"48shm8jmaY2daKSe4gSKP6","想念你想我","Eric Chou","43","-11","7","SG","2024-11-18","50","False","240461","想念你想我","2024-11-15","0.463","0.482","9","-5.676","1","0.0265","0.655","0.0","0.256","0.416","139.842","4"
"19XpFsce28aByvCC4g89tJ","Too Sweet","Hozier","44","-1","-9","SG","2024-11-18","84","False","251424","Unreal Unearth: Unaired","2024-08-19","0.74","0.643","10","-5.446","1","0.0413","0.041","0.00229","0.0407","0.96","117.025","4"
"7CyPwkp0oE8Ro9Dd5CUDjW","One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp","45","-1","-2","SG","2024-11-18","89","False","244684","The Idol Episode 4 (Music from the HBO Original Series)","2023-06-23","0.264","0.64","8","-6.221","1","0.0442","0.0393","2.31e-06","0.151","0.19","84.828","4"
"0VVD95cRAppHSOGPYrfIG2","the cutest pair","Regina Song","46","-1","-15","SG","2024-11-18","72","False","158400","fangirl","2024-06-14","0.747","0.475","2","-9.498","0","0.037","0.817","0.0","0.211","0.331","99.973","4"
"1Qrg8KqiBpW07V7PNxwwwL","Kill Bill","SZA","47","3","3","SG","2024-11-18","86","False","153946","SOS","2022-12-08","0.644","0.735","8","-5.747","1","0.0391","0.0521","0.144","0.161","0.418","88.98","4"
"5sTLGx6c7YRwnrWm6O091n","Supernova Love","IVE, David Guetta","48","-2","-8","SG","2024-11-18","73","False","199504","Supernova Love","2024-11-08","0.655","0.886","10","-5.227","0","0.0502","0.066","0.0","0.277","0.778","120.032","4"
"24XihnoVPWXlKJ4BgXqjVM","It's ok I'm ok","Tate McRae","49","-11","1","SG","2024-11-18","85","True","156521","It's ok I'm ok","2024-09-12","0.754","0.514","1","-7.721","0","0.0471","0.0257","3.98e-05","0.0808","0.363","114.997","4"
"0QzuaeCEEOV40Pn7IvKEny","double take","Dhruv","50","0","0","SG","2024-11-18","81","False","171743","rapunzel","2022-01-21","0.656","0.436","8","-11.141","1","0.0744","0.845","0.0","0.221","0.196","109.239","4"
"5GdAGqF9ZI4gADtpVAxqe7","Lost and found","Molly Sandén, Victor Leksell","1","0","0","SE","2024-11-18","70","False","194785","Lost and found","2024-09-20","0.795","0.191","3","-10.622","1","0.0409","0.757","0.0","0.0973","0.145","112.074","4"
