spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,8,1,-1,Portugal,2024-11-19,93,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4,
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,9,-2,-4,Portugal,2024-11-19,97,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,
1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,Linkin Park,10,-2,40,Portugal,2024-11-19,75,True,190427,From Zero,2024-11-15,0.466,0.872,7,-3.344,1,0.0336,0.0156,0,0.121,0.806,184.115,4,
4S78rQHd6cSC8g2TfdNJTf,Lloret de Mar,Mata,1,0,0,Poland,2024-11-19,73,True,125732,Lloret de Mar,2024-09-16,0.773,0.744,0,-6.478,0,0.058,0.431,0.000119,0.0836,0.348,104.997,4,
6rCz0E0G6El6irdft7Zjgp,Falochrony,"Roxie Węgiel, Mata",2,0,2,Poland,2024-11-19,70,False,169142,Falochrony,2024-08-23,0.736,0.698,10,-7.316,0,0.0475,0.104,0.0000246,0.069,0.519,104.975,4,
6uup1nPNzgIDtiYo0Up0U5,Last night,"Hilary Incognito, FourNine, p3",3,0,-1,Poland,2024-11-19,70,False,123428,Last night,2024-06-14,0.769,0.626,1,-10.08,1,0.265,0.631,0.0067,0.291,0.394,140.065,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",4,0,1,Poland,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
5hEr8DxL1QQYziUK2pnFfl,MONOPOL,SVM!R,5,2,-2,Poland,2024-11-19,67,False,169756,MONOPOL,2024-10-27,0.707,0.785,10,-5.137,1,0.0842,0.0177,0,0.184,0.74,163.991,4,
1LTAYhorx76972Pr5ZOk8b,NDA,SVM!R,6,4,2,Poland,2024-11-19,68,True,166764,NDA,2024-07-07,0.763,0.831,9,-5.568,1,0.0453,0.0668,0,0.0618,0.476,136.009,4,
6TDvQQit8Q6EJhHvtx62cp,DOLCE VITA,"Kizo, Bletka, Szpaku, Leśny",7,-2,-1,Poland,2024-11-19,67,False,153600,DOLCE VITA,2024-10-28,0.809,0.482,1,-9.128,1,0.317,0.104,0,0.0889,0.522,99.947,4,
7ku8Eh5guoneeMmuuzzWmN,Choć nie widać na zewnątrz,"White 2115, Bedoes 2115, Kubi Producent",8,-2,42,Poland,2024-11-19,58,True,164571,Choć nie widać na zewnątrz,2024-11-14,0.503,0.811,6,-6.332,0,0.341,0.207,0,0.512,0.809,139.274,4,
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,9,7,3,Poland,2024-11-19,93,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,0.0000672,0.193,0.273,94.938,4,
4lJ88RKrUiW4UP1IAu3Dhj,CZEMU NIE ŚPISZ?,"bambi, FUJU, francis, Def Jam World Tour",10,-1,3,Poland,2024-11-19,67,False,172388,CZEMU NIE ŚPISZ?,2024-10-10,0.735,0.74,8,-8.854,1,0.149,0.279,0,0.154,0.404,134.004,4,
0eCajpR75pDW0r64U6hP2x,Jo Tum Mere Ho,Anuv Jain,1,0,0,Pakistan,2024-11-19,84,False,251813,Jo Tum Mere Ho,2024-08-02,0.46,0.302,1,-12.934,0,0.0398,0.661,0,0.293,0.176,123.871,5,
4XTgFBxBHN6var1BzAgE1m,Jhol,"Maanu, Annural Khalid",2,0,0,Pakistan,2024-11-19,70,False,265817,Jhol,2024-06-14,0.485,0.481,7,-8.145,0,0.0852,0.596,0,0.34,0.296,155.368,4,
1hlbywc8Jhl1FFqJxAMabE,Ishq,"Faheem Abdullah, Rauhan Malik, Amir Ameer",3,0,0,Pakistan,2024-11-19,73,False,224842,Lost,Found,2024-05-25,0.39,0.558,4,-8.92,0,0.0282,0.499,0.0284,0.173,0.292,94.788,4
4d2jV5fmX6hbRwaRbY39dt,Wavy,Karan Aujla,4,1,46,Pakistan,2024-11-19,65,False,161000,Wavy,2024-11-15,0.567,0.752,7,-3.863,0,0.0798,0.04,0,0.144,0.498,90.027,4,
4vHRQnzGcKEtqsLH70tAms,"Raanjhan (From ""Do Patti"")","Sachet-Parampara, Parampara Tandon, Kausar Munir",5,-1,0,Pakistan,2024-11-19,77,False,240066,"Raanjhan (From ""Do Patti"")",2024-10-04,0.444,0.49,6,-7.328,1,0.0295,0.809,0.0000296,0.107,0.2,92.107,4,
0TL0LFcwIBF5eX7arDIKxY,Husn,Anuv Jain,6,0,0,Pakistan,2024-11-19,79,False,217894,Husn,2023-12-01,0.527,0.376,5,-9.974,1,0.0298,0.682,0,0.142,0.24,151.928,4,
0C8SMUhJhFXzr4PICotjyB,"Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")",AUR,7,0,-3,Pakistan,2024-11-19,60,False,275200,"Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")",2024-06-27,0.717,0.382,7,-7.501,1,0.0666,0.649,0,0.104,0.241,74.998,4,
1d5lpW3gUyq537iuyrb9Lf,Samjho Na,Aditya Rikhari,8,0,3,Pakistan,2024-11-19,74,False,172408,Samjho Na,2022-02-10,0.744,0.328,0,-12.535,1,0.231,0.681,0.0002,0.128,0.532,98.923,4,
78BWCd70D1X6LMkDZm1UoF,Millionaire,Yo Yo Honey Singh,9,0,-1,Pakistan,2024-11-19,79,True,199114,GLORY,2024-08-26,0.749,0.828,7,-5.609,0,0.142,0.472,0.0000624,0.231,0.398,95.981,4,
4XxfOvudrnBRdlgzEaq1sd,Born to Shine,Diljit Dosanjh,10,0,2,Pakistan,2024-11-19,76,False,213333,G.O.A.T.,2020-07-29,0.762,0.826,6,-4.339,0,0.0778,0.356,0,0.324,0.667,89.985,4,
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",1,0,0,Philippines,2024-11-19,98,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,0,Philippines,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
1imaIe1NEAaWnLF0BY0V6F,sining (feat. Jay R),"Dionela, Jay R",3,0,1,Philippines,2024-11-19,80,False,200000,sining (feat. Jay R),2024-06-07,0.65,0.424,9,-11,1,0.109,0.438,0,0.102,0.403,119.589,4,
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,4,0,-1,Philippines,2024-11-19,97,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,
52F5Y4EgcZ2RggVqpqSJBe,Gusto Ko Sakin Ka Lang,Robledo Timido,5,0,1,Philippines,2024-11-19,76,False,193846,Gusto Ko Sakin Ka Lang,2024-07-12,0.756,0.786,2,-4.541,1,0.0726,0.29,0,0.278,0.599,130.001,4,
2ADSh3Mp744n2586tpUtIW,Dilaw,Maki,6,0,-1,Philippines,2024-11-19,79,False,192380,Dilaw,2024-05-24,0.652,0.674,9,-5.026,1,0.0276,0.00599,0.0000035,0.307,0.458,126.004,4,
4WgViu9gw3qYOr3iF9OuLG,Palagi - TJxKZ Version,"TJ Monterde, KZ Tandingan",7,0,5,Philippines,2024-11-19,77,False,241000,Palagi (TJxKZ Version),2024-08-28,0.33,0.313,6,-10.906,1,0.0353,0.536,0.0000057,0.277,0.153,160.005,4,
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,8,0,-1,Philippines,2024-11-19,74,False,214357,blue,2024-08-02,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3,
06VwVWrnYSTIikz801hGwD,Oksihina,Dionela,9,0,15,Philippines,2024-11-19,74,False,204051,Oksihina,2023-09-08,0.74,0.412,11,-11.124,1,0.0774,0.631,0,0.0828,0.561,115.957,4,
6FIEuf1JIzmCtach0gXpeG,Tadhana,Up Dharma Down,10,4,0,Philippines,2024-11-19,75,False,222446,Capacities,2012-12-07,0.685,0.322,6,-13.2,1,0.0369,0.162,0.0299,0.0809,0.508,155.977,4,
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,2,Peru,2024-11-19,92,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,0,Peru,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
0uK4qOvijuVKXgieyScZ04,TATTOO,La Única Tropical,3,2,-2,Peru,2024-11-19,68,False,214875,TATTOO,2024-10-08,0.655,0.775,0,-6.674,0,0.0295,0.0551,0.00398,0.353,0.959,130.006,4,
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,4,-1,0,Peru,2024-11-19,93,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4,
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",5,-1,0,Peru,2024-11-19,88,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4,
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",6,3,44,Peru,2024-11-19,74,False,206066,Cosa Nuestra,2024-11-15,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4,
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",7,-1,-1,Peru,2024-11-19,89,True,224022,PRIMERA MUSA,2024-09-20,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,4,
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",8,0,-1,Peru,2024-11-19,83,True,130880,LA PANTERA NEGRA (DELUXE),2024-10-17,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,4,
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",9,-2,0,Peru,2024-11-19,98,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",10,0,0,Peru,2024-11-19,84,True,225373,SE ME OLVIDA,2024-08-23,0.786,0.707,7,-4.386,0,0.0635,0.0399,0,0.121,0.691,82.045,4,
1sc1u87B3KcsNPf0jcYwgQ,No Te Rayes,"ONIKX, Miguel Bueno",1,49,49,Panama,2024-11-19,32,False,179344,No Te Rayes,2024-10-17,0.673,0.61,2,-4.933,0,0.131,0.18,0,0.144,0.399,169.84,4,
2FFr0vdtqPBTK3RW0c7T5C,Cupido,"Engel Montaz, Kuv507, Latinnites Music",2,-1,-1,Panama,2024-11-19,72,False,215000,Desire,2024-07-10,0.914,0.601,11,-5.255,1,0.163,0.0888,0.00000462,0.264,0.648,96.041,4,
5pVJ3IlnpIorU44oXizzG5,Orion,"Boza, ELENA ROSE",3,-1,-1,Panama,2024-11-19,81,False,240964,Orion,2024-05-29,0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,4,
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",4,-1,46,Panama,2024-11-19,78,True,191018,Cosa Nuestra,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,0.0000127,0.139,0.343,105.008,4,
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,5,-1,-2,Panama,2024-11-19,87,False,172427,UWAIE,2024-08-15,0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4,
60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,Beéle,6,0,-1,Panama,2024-11-19,78,False,165178,Frente al Mar,2024-09-26,0.75,0.682,10,-3.825,1,0.0945,0.168,0.00000128,0.112,0.618,100.036,4,
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",7,-2,-3,Panama,2024-11-19,89,True,224022,PRIMERA MUSA,2024-09-20,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,4,
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",8,4,42,Panama,2024-11-19,74,False,206066,Cosa Nuestra,2024-11-15,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4,
71LrvCBBn4q500OuayF7OK,FAVELA,"Valentino GRM, SMILE BEATS",9,2,-3,Panama,2024-11-19,56,True,183958,FAVELA,2024-08-21,0.688,0.755,8,-5.914,1,0.198,0.293,0,0.484,0.377,105.998,4,
6a9Z1jUms915w4O7N1PxjY,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",10,-3,2,Panama,2024-11-19,83,False,193038,Santa,2024-04-03,0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4,
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,1,2,0,New Zealand,2024-11-19,93,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,0,New Zealand,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,3,-2,12,New Zealand,2024-11-19,89,False,266773,Parachutes,2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",4,0,-1,New Zealand,2024-11-19,98,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,5,3,-1,New Zealand,2024-11-19,93,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,0.0000672,0.193,0.273,94.938,4,
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,6,0,-1,New Zealand,2024-11-19,97,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,7,4,-1,New Zealand,2024-11-19,94,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4,
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,8,-3,18,New Zealand,2024-11-19,85,False,242373,Viva La Vida or Death and All His Friends,2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4,
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,9,5,-1,New Zealand,2024-11-19,89,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3,
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,"The Chainsmokers, Coldplay",10,0,27,New Zealand,2024-11-19,86,False,247160,Memories...Do Not Open,2017-04-07,0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,4,
6YSq1MHTG61D0p489GqcLA,Siste Dans - fra Snøsøsteren,Delara,1,0,49,Norway,2024-11-19,56,False,218030,Siste Dans (fra Snøsøsteren),2024-11-15,0.544,0.205,9,-11.856,1,0.0424,0.926,0.00197,0.0904,0.356,139.871,4,
7px3lmdf4nzNEMt6zaQ5yJ,SAMMEN,"Marstein, Annika",2,0,-1,Norway,2024-11-19,71,True,178280,FRIHET I LENKER,2024-10-25,0.65,0.734,3,-6.332,0,0.163,0.243,0.0000815,0.084,0.339,105.199,4,
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,3,0,-1,Norway,2024-11-19,93,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4,
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,4,1,-1,Norway,2024-11-19,93,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,0.0000672,0.193,0.273,94.938,4,
2QyL2WhZmOfpVSxy2BaI8U,Sees Igjen,"Golfklubb, Dizzy, Philippe",5,-1,-1,Norway,2024-11-19,65,True,163142,Sees Igjen,2024-10-04,0.749,0.461,7,-10.053,0,0.0523,0.429,0,0.181,0.597,96.038,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",6,0,-1,Norway,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,7,1,8,Norway,2024-11-19,85,False,241106,Merry Christmas,1994-10-28,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4,
7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,8,1,15,Norway,2024-11-19,81,False,165900,Everyday Is Christmas (Deluxe Edition),2018-11-01,0.717,0.524,1,-6.222,1,0.0331,0.426,0,0.0932,0.339,104.953,3,
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",9,-2,-1,Norway,2024-11-19,98,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,10,2,19,Norway,2024-11-19,71,False,265960,The Singles: Echoes from the Edge of Heaven,2023-07-07,0.733,0.598,2,-8.228,1,0.0278,0.212,0.00000371,0.156,0.935,107.732,4,
1b6G5YNi5akoOpwlqnulH8,Damage,"Noano, Ronnie Flex",1,0,0,NL,2024-11-19,71,False,130615,Damage,2024-10-25,0.611,0.73,8,-4.769,0,0.147,0.0222,0,0.0984,0.699,196.033,4,
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,2,1,1,Netherlands,2024-11-19,93,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",3,-1,-1,Netherlands,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
0vrKBjEBQAVn3sdhIXmpHE,Terug In De Tijd,Yves Berendse,4,0,0,Netherlands,2024-11-19,70,False,187357,Terug In De Tijd,2023-06-02,0.65,0.767,8,-7.688,1,0.0458,0.108,0,0.0879,0.536,122.749,4,
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,5,4,0,Netherlands,2024-11-19,93,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,0.0000672,0.193,0.273,94.938,4,
3nHuKdFJZm78CoeBnDcFKe,Bad Dreams,Teddy Swims,6,0,1,Netherlands,2024-11-19,85,False,184577,Bad Dreams,2024-09-13,0.707,0.68,8,-6.203,1,0.0884,0.274,0,0.0932,0.62,125.058,4,
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,7,1,-1,Netherlands,2024-11-19,97,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,
2K7HqkHEUfz7c4BzEO33Qd,Alleen Met Jou,"Yves Berendse, Emma Heesters",8,-3,2,Netherlands,2024-11-19,67,False,193694,Alleen Met Jou,2024-09-27,0.694,0.81,5,-5.338,0,0.0295,0.0353,0,0.367,0.805,124.026,4,
7M8oLiR9q2He0mnJVLYYYj,Boevenpad,Bankzitters,9,-2,41,Netherlands,2024-11-19,57,False,117802,5 Sterren,2024-11-15,0.717,0.809,9,-5.881,1,0.0317,0.0787,0,0.11,0.726,128.008,4,
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,10,2,-1,Netherlands,2024-11-19,94,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4,
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,0,Nicaragua,2024-11-19,92,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4,
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",2,0,0,Nicaragua,2024-11-19,93,True,225880,Tu Boda,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,0.0000136,0.0787,0.471,112.648,3,
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,3,3,0,Nicaragua,2024-11-19,89,True,145473,INCÓMODO,2024-08-22,0.724,0.689,7,-7.174,0,0.0524,0.573,0.00000677,0.0922,0.936,120.208,3,
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",4,-1,1,Nicaragua,2024-11-19,89,True,224022,PRIMERA MUSA,2024-09-20,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,4,
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",5,-1,45,Nicaragua,2024-11-19,78,True,191018,Cosa Nuestra,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,0.0000127,0.139,0.343,105.008,4,
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",6,1,44,Nicaragua,2024-11-19,74,False,206066,Cosa Nuestra,2024-11-15,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4,
0BiDnJFB3TlRB6aji7jUz3,Rey Sin Reina,Julión Álvarez y su Norteño Banda,7,6,5,Nicaragua,2024-11-19,85,False,150523,Atento Aviso ... Rey Sin Reina,2024-09-05,0.529,0.356,3,-6.612,1,0.0569,0.29,0,0.136,0.659,169.653,3,
1uFW6czrHk5PsK3s6gOI7C,Se Fue,"Rauw Alejandro, Laura Pausini",8,-3,42,Nicaragua,2024-11-19,74,False,240179,Cosa Nuestra,2024-11-15,0.689,0.743,8,-2.817,1,0.0328,0.0694,0,0.0966,0.138,119.957,4,
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",9,-1,-2,Nicaragua,2024-11-19,88,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4,
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,10,0,-1,Nicaragua,2024-11-19,93,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4,
27durTCg4qj3qAbKsSVNX4,Kese (Dance),Wizkid,1,0,49,Nigeria,2024-11-19,73,False,174053,Kese (Dance),2024-11-15,0.774,0.874,5,-5.641,0,0.0488,0.142,0.34,0.413,0.927,118.079,4,
6e0YUaVAfDxUabmybOjguy,Awuke,"Davido, YG Marley",2,0,-1,Nigeria,2024-11-19,75,False,172628,Awuke,2024-10-31,0.749,0.792,5,-4.621,1,0.0402,0.308,0.0000163,0.0712,0.903,113.981,4,
771KDfpsOtJPQmocQpMdkR,Fi Kan We Kan,"Bnxn, Rema",3,0,-1,Nigeria,2024-11-19,71,True,159339,Fi Kan We Kan,2024-10-15,0.501,0.683,6,-7.881,0,0.211,0.109,0.0000925,0.0685,0.623,145.379,5,
2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",4,0,2,Nigeria,2024-11-19,77,False,259354,Piece of My Heart (feat. Brent Faiyaz),2024-10-18,0.737,0.648,1,-5.493,1,0.138,0.252,0.00000692,0.105,0.746,93.2,4,
3H2bLX6U4kNuv04iTkCrSp,HAUSAPIANO - Remix,"Kvng Vinci, Zerrydl",5,0,15,Nigeria,2024-11-19,62,False,137844,HAUSAPIANO (Remix),2024-11-01,0.796,0.636,7,-9.828,1,0.127,0.463,0.0319,0.248,0.433,116.032,4,
1136eJrkWsDvReASbjLTaU,Awolowo,Fido,6,0,-1,Nigeria,2024-11-19,71,False,135576,Awolowo,2024-08-07,0.619,0.385,0,-11.272,0,0.118,0.129,0.00369,0.179,0.294,106.312,5,
6XBIOtdSL47qn201KKNCA0,JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",7,0,-3,Nigeria,2024-11-19,71,True,157756,JUJU (feat. Shallipopi),2024-08-22,0.897,0.719,6,-7.164,0,0.157,0.116,0.000531,0.0677,0.546,113.012,4,
40t1l3IPtEIjlhAUPxn7jd,Toma Toma,"Ruger, Tiwa Savage",8,6,42,Nigeria,2024-11-19,57,True,168000,Toma Toma,2024-11-15,0.612,0.738,7,-5.269,1,0.117,0.517,0.00000157,0.161,0.954,130.18,4,
3MldGIMtPcupNBI4Dnxolr,Constantly,"Hyce, BoyPee, Brown Joel",9,0,-1,Nigeria,2024-11-19,68,False,193567,Constantly,2024-08-28,0.374,0.705,11,-8.37,1,0.145,0.172,0,0.14,0.718,197.98,5,
10y7iW3rc8bzGbhAC3mNPA,Are you there?,Ayo Maff,10,0,-7,Nigeria,2024-11-19,69,False,156428,MAFFIAN,2024-08-15,0.782,0.529,0,-8.626,1,0.0592,0.509,0.00000142,0.413,0.44,112.014,4,
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",1,0,0,Malaysia,2024-11-19,98,False,169917,APT.,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,0,Malaysia,2024-11-19,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,3,0,0,Malaysia,2024-11-19,97,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,
